rule_id,clause_type,normalized_value,value_type,raw_value,unit,confidence,operational_or_requirement,source_snippet,source_snippet_hash,source_section,detected_by_pass,high_value,source_file,source_family,artifact_type,extraction_mode,has_table_data,quality_notes
R-0065,eu_delay_compensation_threshold,2000.0,currency,"$2,000,",USD,HIGH,operational,"items have sub-limits, such as art, collectibles, and jewelry.
Example: Your coin collection was stolen out of your bag on the bus. Even though the actual cost
value is $2,000, your insurance company ",e8405a0eb3f493f8,This refers to the maximum amount your insurance company will pay out for a specific item. Lots of,eu-passenger-rights-pass,True,Does Renters Insurance Cover Theft_ _ Progressive.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0066,trip_cancellation_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",ffff628052803146,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,refund-cancellation-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0067,trip_interruption_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",cf0e7e114aacdb1d,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,refund-cancellation-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0068,requires_receipts,True,boolean,"questions.
D. Proof of Loss must be submitted to Us within sixty (60) days; however, failure to do s",,HIGH,requirement,"questions.
D. Proof of Loss must be submitted to Us within sixty (60) days; however, failure to do so
will not invalidate a Claim or reduce any available benefit if it can be shown that it was
provide",b0b37dfb4aa835b8,Proper Notice of Claim conditions are met by answering all relevant claim intake,documentation-requirements-pass,False,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0069,requires_medical_certificate,True,boolean,"providing Proof of Loss, recorded statement, or permission to obtain documents from third
parties, r",,HIGH,requirement,"providing Proof of Loss, recorded statement, or permission to obtain documents from third
parties, reporting to an appropriate law enforcement agency as soon as reasonably possible,
and generally doin",d509ea2edf8cedbd,"Card Member submitting a Claim to Us on time, giving Us the details of what happened,",documentation-requirements-pass,False,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0070,medical_emergency_coverage_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",1ae3d82e4fd5bfef,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,medical-insurance-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0071,emergency_evacuation_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",8ae2ff07183afa44,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,medical-insurance-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0072,dental_emergency_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",9acfd7f10780e937,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,medical-insurance-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0073,repatriation_remains_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",35ff3bd39640a54a,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,medical-insurance-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0074,rental_car_damage_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",c6b12adfe7a623b3,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,rental-car-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0075,personal_accident_coverage_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",c2a37a32fb9f332b,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,rental-car-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0076,personal_effects_coverage_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",3ba76d1be8e5752d,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,rental-car-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0077,supplemental_liability_limit,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",ffac4d5de953ca18,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,rental-car-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0078,medical_evacuation_cost_estimate,10000.0,currency,"$10,000",USD,HIGH,operational,"per item and calendar year maximums as described below.
Extended Warranty Original Per Item Calendar Year
Covered Period Manufacturer’s
Warranty Period
Up to one (1) On Original Up to $10,000 per Up t",d8b5f33a44b9cb47,Benefits are provided for Replacement Cost up to the lesser of the Eligible Payment or the,additional-insurance-pass,True,EW-Benefit-Guide_314-399_EDT-10.20_REV_4.24_a11y2.pdf,insurance,PDF,native_pdf,True,Document contains table data
R-0079,requires_receipts,True,boolean,“Elective Treatment and Procedures” means any medical treatment or surgical procedure that is not me,,HIGH,requirement,"“Elective Treatment and Procedures” means any medical treatment or surgical procedure that is not medically required,
including any service, treatment, or supplies that are deemed by the federal, or a",0e97102f1acbb8d5,Coverage Begins and Ends.,documentation-requirements-pass,False,FLorida NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0080,requires_medical_certificate,True,boolean,The following Cancel for Any Reason NorwegianCare Credit Program is provided by Norwegian Cruise Lin,,HIGH,requirement,"The following Cancel for Any Reason NorwegianCare Credit Program is provided by Norwegian Cruise Line and is not an
insurance benefit. You must purchase NorwegianCare to receive this program benefit.
",8cb2a14c48c70784,CANCEL FOR ANY REASON FUTURE CRUISE CREDIT FEATURE,documentation-requirements-pass,False,FLorida NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0081,requires_police_report,True,boolean,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, with",,HIGH,requirement,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, within 48 hours of the loss in writing, the police, hotel proprietors, ship lines, airlines, railroad, b",4280279e77993c61,"In case of lost, stolen, damaged, destroyed or delayed Baggage and Personal Effects, You must:",documentation-requirements-pass,False,FLorida NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0082,supplemental_liability_limit,1500.0,currency,"$1,500",USD,HIGH,operational,"Baggage and Personal Effects ......................................................................................................................................$1,500
Per Item .....................",1d08d3afc9835d6b,Coverage For Your Belongings and Property of Others,rental-car-pass,True,FLorida NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0083,medical_evacuation_cost_estimate,50000.0,currency,"$50,000",USD,HIGH,operational,".................................................................................... $50,000
Emergency Medical Evacuation ..............................................................................",82bdab11a484ee19,Part B – Travel Insurance Benefits,additional-insurance-pass,True,FLorida NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0084,missed_connection_threshold,3,duration,3 hours,hours,HIGH,operational,"If You are delayed for 3 hours or more while en route to, during or returning from Your Trip due to a covered Travel Hazard,
We will reimburse You up to the Maximum Benefit Amount shown in the Schedul",896eaecb3a4312ee,TRIP DELAY,additional-insurance-pass,True,FLorida NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0085,requires_medical_certificate,True,boolean,“Elective Treatment and Procedures” means any medical treatment or surgical procedure that is not me,,HIGH,requirement,"“Elective Treatment and Procedures” means any medical treatment or surgical procedure that is not medically required,
including any service, treatment, or supplies that are deemed by the federal, or a",b354cac6994c27fd,Coverage Begins and Ends.,documentation-requirements-pass,False,Florida Royal Caribbean Travel Protection document.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0086,requires_receipts,True,boolean,"Your duties in event of a loss:
For Trip Interruption: Immediately, or as soon as possible, call You",,HIGH,requirement,"Your duties in event of a loss:
For Trip Interruption: Immediately, or as soon as possible, call Your Travel Supplier and Aon Affinity Travel Practice (see
Where to Report a Claim) to report Your inte",70d7a3e0f6232799,SECTION V – CLAIMS PROVISIONS,documentation-requirements-pass,False,Florida Royal Caribbean Travel Protection document.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0087,requires_police_report,True,boolean,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, with",,HIGH,requirement,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, within 48 hours of the loss in writing, the police, hotel proprietors, ship lines, airlines, railroad, b",4280279e77993c61,"In case of lost, stolen, damaged, destroyed or delayed Baggage and Personal Effects, You must:",documentation-requirements-pass,False,Florida Royal Caribbean Travel Protection document.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0088,supplemental_liability_limit,1500.0,currency,"$1,500",USD,HIGH,operational,"Baggage and Personal Effects ......................................................................................................................................$1,500
Per Item .....................",1d08d3afc9835d6b,Coverage For Your Belongings and Property of Others,rental-car-pass,True,Florida Royal Caribbean Travel Protection document.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0089,medical_evacuation_cost_estimate,25000.0,currency,"$25,000",USD,HIGH,operational,".................................................................................... $25,000
Emergency Medical Evacuation ..............................................................................",406b1414af9b2667,Part B – Travel Insurance Benefits,additional-insurance-pass,True,Florida Royal Caribbean Travel Protection document.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0090,missed_connection_threshold,3,duration,3 hours,hours,HIGH,operational,"If You are delayed for 3 hours or more while en route to, during or returning from Your Trip due to a covered Travel Hazard,
We will reimburse You up to the Maximum Benefit Amount shown in the Schedul",896eaecb3a4312ee,TRIP DELAY,additional-insurance-pass,True,Florida Royal Caribbean Travel Protection document.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0091,requires_medical_certificate,True,boolean,"baggage in the cabin: https://www.lufthansa.com/de/en/animals-as-additional-carry-onbaggage.
The wei",,HIGH,requirement,"baggage in the cabin: https://www.lufthansa.com/de/en/animals-as-additional-carry-onbaggage.
The weight of the animals, their shipment cages and food is not included in the passenger’s free
baggage al",74142a78867ee5b3,Please note the information on our website regarding the carriage of animals as additional carryon,documentation-requirements-pass,False,General_Conditions_of_Carriage_for_Passengers_and_Baggage_(flight_ticket_GCC).pdf,airline,PDF,native_pdf,False,
R-0092,repatriation_remains_limit,190000.0,currency,"EUR 190,000",EUR,HIGH,operational,"of passengers. For damage of up to SDR 151,880 (approx. EUR 190,000), the carrier shall not be able
to contest claims for damages with reference to fault. Receivables that exceed this amount can only
",9f39cc05baea4b15,14.2.1. There are no maximum compensation amounts for liability in the event of the death or injury,medical-insurance-pass,True,General_Conditions_of_Carriage_for_Passengers_and_Baggage_(flight_ticket_GCC).pdf,airline,PDF,native_pdf,False,
R-0093,supplemental_liability_limit,190000.0,currency,"EUR 190,000",EUR,HIGH,operational,"of passengers. For damage of up to SDR 151,880 (approx. EUR 190,000), the carrier shall not be able
to contest claims for damages with reference to fault. Receivables that exceed this amount can only
",d7f493620a091255,14.2.1. There are no maximum compensation amounts for liability in the event of the death or injury,rental-car-pass,True,General_Conditions_of_Carriage_for_Passengers_and_Baggage_(flight_ticket_GCC).pdf,airline,PDF,native_pdf,False,
R-0094,personal_effects_coverage_limit,7800.0,currency,"EUR 7,800",EUR,HIGH,operational,"14.4.2. Liability for damages arising from delays in the carriage of passengers is limited to SDR 6,303
(approx. EUR 7,800).
14.4.3. Liability for damages arising from delays in the carriage of travel",9946127d34feed7a,Liability limits for damages arising from delays,rental-car-pass,True,General_Conditions_of_Carriage_for_Passengers_and_Baggage_(flight_ticket_GCC).pdf,airline,PDF,native_pdf,False,
R-0095,hotel_cancellation_window,24,duration,24 hours,hours,HIGH,operational,"ership tier on Stays of one or more consecutive nights as described in 2.1.=
d, even if they check in and check out of the same Participating Property w=
ithin 24 hours. In order for an Elite Member t",c94d9560834c7203,1.d.(iv). Elite Members receive one set of benefits according to their memb=,refund-cancellation-pass,True,Loyalty_Program_Terms_and_Conditions.mhtml,hotel,MHTML,html,False,
R-0096,requires_medical_certificate,True,boolean,"ust be a member of both the Marriott Bonvoy Loyalty Program and the Rakuten=
 Points Program. Member",,HIGH,requirement,"ust be a member of both the Marriott Bonvoy Loyalty Program and the Rakuten=
 Points Program. Members must provide their Rakuten Points Program account =
number and Marriott Bonvoy Membership Number w",78a775b910e0c88f,s. Members requesting to convert Marriott Bonvoy Points to Rakuten Points m=,documentation-requirements-pass,False,Loyalty_Program_Terms_and_Conditions.mhtml,hotel,MHTML,html,False,
R-0097,deposit_requirement,2,days,2 business days,days,HIGH,operational,"...tarbucks=
 Rewards account. Once Points have been converted to Stars, Stars will auto=
matically be deposited into the linked Starbucks Rewards account. In most c=
ases, Stars will be posted to the",bfc16406b16ac2a1,s. Members requesting to convert Marriott Bonvoy Points to Rakuten Points m=,cruise-booking-pass,True,Loyalty_Program_Terms_and_Conditions.mhtml,hotel,MHTML,html,False,
R-0098,check_in_deadline,24,duration,24 hours,hours,HIGH,operational,"...
e Gift of Points on a Stay of one or more consecutive nights as described i=
n 2.1.d, even if they check in and check out of the same Participating Prop=
erty within 24 hours. Members who designat",3958ac11d2979eb0,Marriott Bonvoy Gold Elite Membership Benefits,cruise-booking-pass,True,Loyalty_Program_Terms_and_Conditions.mhtml,hotel,MHTML,html,False,
R-0099,claim_deadline_days,45,days,45 days,days,HIGH,operational,"...ned entirely by the retailer. Depending on the
retailer's returns policy this will normally be done within 45 days.",1fa98ac4c03f67ff,4. You become eligible for Points when the participating retailer confirms and approves the,delay-threshold-pass,True,Melia Rewards _ Terms and Conditions.pdf,hotel,PDF,native_pdf,False,
R-0100,requires_receipts,True,boolean,"Mail: Aon Affinity Travel Practice, 45 Executive Drive, Suite 100, Plainview, NY 11803
Phone: 1-800-",,HIGH,requirement,"Mail: Aon Affinity Travel Practice, 45 Executive Drive, Suite 100, Plainview, NY 11803
Phone: 1-800-722-5672 or 1-516-342-7262
Notice of Claim: Notice of claim must be reported to Us within 30 days af",fd9430af1d14f9c1,To expedite your claim submission: www.aontravelclaim.com,documentation-requirements-pass,False,NY NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0101,requires_medical_certificate,True,boolean,The following Cancel for Any Reason NorwegianCare Credit Program is provided by Norwegian Cruise Lin,,HIGH,requirement,"The following Cancel for Any Reason NorwegianCare Credit Program is provided by Norwegian Cruise Line and is not an
insurance benefit. You must purchase NorwegianCare to receive this program benefit.
",8cb2a14c48c70784,CANCEL FOR ANY REASON FUTURE CRUISE CREDIT FEATURE,documentation-requirements-pass,False,NY NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0102,requires_police_report,True,boolean,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, with",,HIGH,requirement,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, within 48 hours of the loss in writing, the police, hotel proprietors, ship lines, airlines, railroad, b",4280279e77993c61,"In case of lost, stolen, damaged, destroyed or delayed Baggage and Personal Effects, You must:",documentation-requirements-pass,False,NY NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0103,supplemental_liability_limit,1500.0,currency,"$1,500",USD,HIGH,operational,"Baggage and Personal Effects ......................................................................................................................................$1,500
Per Item .....................",1d08d3afc9835d6b,Coverage For Your Belongings and Property of Others,rental-car-pass,True,NY NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0104,missed_connection_threshold,3,duration,3 hours,hours,HIGH,operational,"If You are delayed for 3 hours or more while en route to, during or returning from Your Trip due to a covered Travel Hazard,
We will reimburse You up to the Maximum Benefit Amount shown in the Schedul",896eaecb3a4312ee,TRIP DELAY,additional-insurance-pass,True,NY NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0105,medical_evacuation_cost_estimate,50000.0,currency,"$50,000",USD,HIGH,operational,".................................................................................... $50,000
Emergency Medical Evacuation ..............................................................................",82bdab11a484ee19,Travel Insurance Benefits,additional-insurance-pass,True,NY NorwegianCare Ver. 260101.pdf,cruise,PDF,native_pdf,True,Document contains table data
R-0106,requires_receipts,True,boolean,"Mail: Aon Affinity Travel Practice, 45 Executive Drive, Suite 100, Plainview, NY 11803
Phone: 1-800-",,HIGH,requirement,"Mail: Aon Affinity Travel Practice, 45 Executive Drive, Suite 100, Plainview, NY 11803
Phone: 1-800-453-4022 or 1-516-342-7262
Notice of Claim: Notice of claim must be reported to Us within 30 days af",2a1b353eb5590d40,To expedite your claim submission: www.aontravelclaim.com,documentation-requirements-pass,False,New York Royal Carribean Protection.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0107,requires_medical_certificate,True,boolean,"Mail: Aon Affinity Travel Practice, 45 Executive Drive, Suite 100, Plainview, NY 11803
Phone: 1-800-",,HIGH,requirement,"Mail: Aon Affinity Travel Practice, 45 Executive Drive, Suite 100, Plainview, NY 11803
Phone: 1-800-453-4022 or 1-516-342-7262
Notice of Claim: Notice of claim must be reported to Us within 30 days af",10845e8201484319,To expedite your claim submission: www.aontravelclaim.com,documentation-requirements-pass,False,New York Royal Carribean Protection.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0108,requires_police_report,True,boolean,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, with",,HIGH,requirement,"a) take all necessary and reasonable steps to protect, save or recover the property;
b) notify, within 48 hours of the loss in writing, the police, hotel proprietors, ship lines, airlines, railroad, b",4280279e77993c61,"In case of lost, stolen, damaged, destroyed or delayed Baggage and Personal Effects, You must:",documentation-requirements-pass,False,New York Royal Carribean Protection.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0109,supplemental_liability_limit,1500.0,currency,"$1,500",USD,HIGH,operational,"Baggage and Personal Effects ......................................................................................................................................$1,500
Per Item .....................",1d08d3afc9835d6b,Coverage For Your Belongings and Property of Others,rental-car-pass,True,New York Royal Carribean Protection.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0110,missed_connection_threshold,3,duration,3 hours,hours,HIGH,operational,"If You are delayed for 3 hours or more while en route to, during or returning from Your Trip due to a covered Travel Hazard,
We will reimburse You up to the Maximum Benefit Amount shown in the Schedul",896eaecb3a4312ee,TRIP DELAY,additional-insurance-pass,True,New York Royal Carribean Protection.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0111,medical_evacuation_cost_estimate,25000.0,currency,"$25,000",USD,HIGH,operational,".................................................................................... $25,000
Emergency Medical Evacuation ..............................................................................",406b1414af9b2667,Travel Insurance Benefits,additional-insurance-pass,True,New York Royal Carribean Protection.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0112,requires_medical_certificate,True,boolean,"For reasons of safety, Passengers in the following categories may be required to travel with a safet",,HIGH,requirement,"For reasons of safety, Passengers in the following categories may be required to travel with a safety assistant
1. (a) A Passenger with a mobility impairment so severe that the individual is unable to",52ccfb67294db7cc,Section 7. ATTENDANT’S REQUIRED,documentation-requirements-pass,False,Philippine airlines general conditions of carriage full version.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0113,requires_receipts,True,boolean,"(a) Refund of a Ticket or any of its unused portion, including taxes, fees, and or any other amount ",,HIGH,requirement,"(a) Refund of a Ticket or any of its unused portion, including taxes, fees, and or any other amount collected for or
on behalf of any third party, shall be applied with PAL within the period of the va",7d55df386b84eff9,Section 2. WHEN TO FILE FOR REFUND AND TO WHOM REFUND WILL BE MADE,documentation-requirements-pass,False,Philippine airlines general conditions of carriage full version.pdf,airline,PDF,native_pdf,True,Document contains table data
R-0114,trip_delay_threshold,72,duration,72 hours,hours,HIGH,operational,"through our Air2Sea program; please note that even if
Before Leaving Home
the fare allows changes, a fee and restrictions may apply.
We recommend you contact your airline(s) no less than Electronic Ai",2745c5b8a14ff19b,If you have purchased NON-REFUNDABLE airline ticket(s),delay-threshold-pass,True,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0115,hotel_cancellation_window,72,duration,72 hours,hours,HIGH,operational,"through our Air2Sea program; please note that even if
Before Leaving Home
the fare allows changes, a fee and restrictions may apply.
We recommend you contact your airline(s) no less than Electronic Ai",d7c51e4498f8eddd,If you have purchased NON-REFUNDABLE airline ticket(s),refund-cancellation-pass,True,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0116,requires_receipts,True,boolean,A valid passport book is required; visas are required where they apply. Please contact the Embassy (,,HIGH,requirement,"A valid passport book is required; visas are required where they apply. Please contact the Embassy (Consular Services) of
each country on your sailing itinerary or the visa service of your choice for ",d4d9f2dc3fdd02e0,International Cruise Travel,documentation-requirements-pass,False,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0117,requires_medical_certificate,True,boolean,"providing an accurate, truthful and complete health questionnaire in a form and containing any and a",,HIGH,requirement,"providing an accurate, truthful and complete health questionnaire in a form and containing any and all health or travel-related questions as required by Carrier in its sole
discretion, for each Passen",0c08c27faccd73ca,c. COVID-19 Policies and Procedures. Passenger understands that Carrier’s COVID-19 Policies and Procedures may or will include (but are not be limited to): (1),documentation-requirements-pass,False,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0118,repatriation_remains_limit,500.0,currency,$500,USD,HIGH,operational,"Travel Protection can help protect against the unexpected. Thank you for completing Online Check-in.
- Need to cancel? Get reimbursed up to 90% of the unused portion of your
cruise, no matter what com",03712780fb98ad8a,Add Travel Protection Program (Recommended) Online Check-In,medical-insurance-pass,True,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0119,supplemental_liability_limit,500.0,currency,$500,USD,HIGH,operational,"Travel Protection can help protect against the unexpected. Thank you for completing Online Check-in.
- Need to cancel? Get reimbursed up to 90% of the unused portion of your
cruise, no matter what com",1afeff2b3e7d70cc,Add Travel Protection Program (Recommended) Online Check-In,rental-car-pass,True,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0120,personal_accident_coverage_limit,100.0,currency,$100,USD,HIGH,operational,"...s expire 12 months after issued and shall be issued in an amount equal to the nonrefundable deposit paid minus a $100 per person service fee. No FCC will be issued if the nonrefundable
deposit amou",c8b44cecd58088f8,VISIT YOUR NEXTCRUISE SALES TEAM ONBOARD.,rental-car-pass,True,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0121,final_payment_deadline,10,days,10 days,days,HIGH,operational,"...ng to the Carrier at the address specified in Section 11.a below and pays Carrier within 10 days of final payment for the cruise, a fee of five
percent (5%) of the amount that such value exceeds $3",ca6981d5fcbd6708,"c. Limitation of Liability for Lost or Damaged Property. Notwithstanding any other provision of law or this Agreement, Carrier’s liability for loss or damage to property",cruise-booking-pass,True,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0122,eu_denied_boarding_compensation,3181.0,currency,"$3,181",USD,HIGH,operational,"UNDER BOTH EU REGULATION 392/2009 AND THE ATHENS CONVENTION, CARRIER’S LIABILITY FOR LOSS OR DAMAGE TO CABIN LUGGAGE IS LIMITED TO 2,250
SDR (APPROXIMATELY U.S. $3,181).
IN ADDITION, PASSENGERS EMBARK",0e72b8e1005ca913,RECOVERABLE FOR CRUISES COVERED BY EU REGULATION 392/2009 OR THE ATHENS CONVENTION.,eu-passenger-rights-pass,True,Royal_Caribbean_booklet_.pdf,rental,PDF,native_pdf,True,Document contains table data
R-0123,refund_eligibility_rule,... original Ticket and= will be subject to any and all applicable change fees. Any portion of a no= nrefundable Ticket that is not applied to future travel within the applicab= le time period will b,text_rule,"... original Ticket and=
 will be subject to any and all applicable change fees. Any portion of a no=
nrefundable Ticket that is not applied to future travel within the applicab=
le time period will b",,HIGH,requirement,"... original Ticket and=
 will be subject to any and all applicable change fees. Any portion of a no=
nrefundable Ticket that is not applied to future travel within the applicab=
le time period will b",1771a5cf4000ccc1,Rule 4. Tickets,refund-cancellation-pass,False,Standard_Contract_of_carriage_-_Alaska_Airlines.mhtml,airline,MHTML,html,False,Text rule — manual review recommended
R-0124,payment_method_requirement,"total amount quoted for the entire stay. The charged amount is non-refundable and payments cannot be used for other stays, services or merchandise.  Unless otherwise stated, quoted rates are per room",text_rule,"total amount quoted for the entire stay. The charged amount is non-refundable
and payments cannot be used for other stays, services or merchandise.

Unless otherwise stated, quoted rates are per room",,HIGH,requirement,"total amount quoted for the entire stay. The charged amount is non-refundable
and payments cannot be used for other stays, services or merchandise.

Unless otherwise stated, quoted rates are per room",b555bce7ef0723ee,The customer’s credit card will be charged immediately at time of booking for the,payment-eligibility-pass,False,Terms & Conditions.pdf,other,PDF,native_pdf,True,Document contains table data; Text rule — manual review recommended
R-0125,claim_deadline_days,30,days,30 days,days,HIGH,operational,hours and 30 days prior to the scheduled time of departure.,ba8d121ad826392c,70% of the paid amount is refunded if the refund request is made between three (3),delay-threshold-pass,True,Terms and Conditions of Carriage for KT Flights _ AirAsia MOVE.pdf,airline,PDF,native_pdf,False,
R-0126,requires_receipts,True,boolean,"... an
item of similar value subject to availability and/or aircraft suitability. The boarding pass ",,HIGH,requirement,"... an
item of similar value subject to availability and/or aircraft suitability. The boarding pass is
proof of purchase of your pre-booked meal and must be presented to the cabin crew on
board. All p",48d6164c1a0e08fb,6.2 Meals: Meal selections are subject to variation from time to time. We do not accept any,documentation-requirements-pass,False,Terms and Conditions of Carriage for KT Flights _ AirAsia MOVE.pdf,airline,PDF,native_pdf,False,
